sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
518.67,642.68,1598.93,1412.69,14.62,21.61,552.37,2388.21,9064.48,1.3,47.81,520.97,2388.19,8134.78,8.4676,0.03,393.99999999999994,2388.0,100.0,38.63,23.233
518.67,643.01,1594.1,1411.4,14.62,21.61,553.08,2388.18,9057.23,1.3,47.68,520.74,2388.14,8129.080000000001,8.4563,0.03,395.0,2388.0,100.0,38.74,23.1545
518.67,643.19,1590.4300000000003,1409.29,14.62,21.61,552.61,2388.14,9056.03,1.3,47.72,520.87,2388.19,8137.65,8.4897,0.03,393.99999999999994,2388.0,100.0,38.71,23.1999
518.67,643.11,1590.14,1411.67,14.62,21.61,551.79,2388.2,9048.68,1.3,47.89,520.62,2388.13,8132.22,8.4837,0.03,393.0,2388.0,100.0,38.83,23.1248
518.67,642.54,1596.53,1420.0,14.62,21.61,553.14,2388.22,9044.88,1.3,47.9,520.88,2388.19,8129.899999999999,8.4831,0.03,395.0,2388.0,100.0,38.63,23.1511
518.67,643.22,1595.0,1418.23,14.62,21.61,552.0,2388.23,9055.68,1.3,47.73,520.95,2388.25,8125.49,8.4896,0.03,393.99999999999994,2388.0,100.0,38.82,23.2562
518.67,643.07,1587.92,1418.9,14.62,21.61,552.09,2388.24,9052.86,1.3,47.76,520.26,2388.2,8129.81,8.524,0.03,393.99999999999994,2388.0,100.0,38.78,23.1527
518.67,642.95,1596.3,1421.64,14.62,21.61,552.55,2388.2,9050.93,1.3,47.82,520.39,2388.25,8128.329999999999,8.4966,0.03,393.99999999999994,2388.0,100.0,38.67,23.2117
518.67,643.22,1598.93,1418.34,14.62,21.61,553.39,2388.24,9055.52,1.3,47.89,520.51,2388.19,8138.97,8.4491,0.03,395.0,2388.0,100.0,38.62,23.2656
518.67,643.56,1603.71,1416.29,14.62,21.61,551.58,2388.24,9049.55,1.3,47.75,520.71,2388.19,8131.000000000001,8.4517,0.03,392.0,2388.0,100.0,38.72,23.2312
518.67,643.24,1591.95,1416.12,14.62,21.61,552.52,2388.2,9046.41,1.3,48.11,520.5,2388.18,8133.649999999999,8.466299999999999,0.03,393.99999999999994,2388.0,100.0,38.51,23.1369
518.67,642.96,1598.26,1419.07,14.62,21.61,552.1,2388.24,9050.99,1.3,48.0,520.39,2388.28,8124.4800000000005,8.4896,0.03,393.99999999999994,2388.0,100.0,38.37,23.0894
518.67,643.58,1590.7399999999998,1423.38,14.62,21.61,551.6,2388.17,9053.19,1.3,47.82,520.07,2388.22,8135.99,8.4806,0.03,396.99999999999994,2388.0,100.0,38.63,23.1845
518.67,643.16,1591.9900000000002,1413.97,14.62,21.61,552.36,2388.17,9043.76,1.3,48.01,520.0,2388.22,8133.829999999999,8.5293,0.03,393.99999999999994,2388.0,100.0,38.72,23.0856
518.67,643.18,1595.61,1422.22,14.62,21.61,552.21,2388.22,9055.41,1.3,47.94,520.29,2388.17,8129.430000000001,8.481,0.03,395.0,2388.0,100.0,38.71,23.185099999999995
518.67,642.95,1602.9500000000003,1422.84,14.62,21.61,552.23,2388.19,9057.82,1.3,47.96,520.11,2388.21,8130.86,8.5359,0.03,395.0,2388.0,100.0,38.71,23.1384
518.67,643.61,1601.04,1421.28,14.62,21.61,552.98,2388.18,9050.29,1.3,47.85,520.63,2388.23,8131.07,8.5087,0.03,396.0,2388.0,100.0,38.8,23.2172
518.67,643.69,1597.71,1421.28,14.62,21.61,551.67,2388.23,9049.35,1.3,47.92,520.52,2388.22,8126.2300000000005,8.4753,0.03,395.0,2388.0,100.0,38.58,23.1759
518.67,643.36,1596.58,1427.69,14.62,21.61,552.14,2388.23,9060.09,1.3,47.89,520.82,2388.22,8124.76,8.4854,0.03,396.0,2388.0,100.0,38.59,23.0071
518.67,642.94,1591.3,1416.27,14.62,21.61,551.88,2388.27,9051.22,1.3,47.93,520.48,2388.19,8129.66,8.4917,0.03,395.0,2388.0,100.0,38.68,23.0789
518.67,643.21,1607.55,1425.3,14.62,21.61,552.0,2388.21,9052.48,1.3,48.01,520.27,2388.22,8132.46,8.5168,0.03,396.0,2388.0,100.0,38.56,23.1167
